"1","-1.790323",
"2","-1.131034",
"3","3.925807",
"4","8.676666",
"5","19.200001",
"6","22.020000",
"7","25.680645",
"8","26.645161",
"9","22.150000",
"10","14.154839",
"11","9.856667",
"12","-0.261290",
